date,sequence,frame_id,image_path,lidar_path,image_ok,lidar_ok,image_height,image_width,lidar_points,split,depth_path
2011_09_28,2011_09_28_drive_0002_sync,202,E:\monodepth_project\data\kitti\2011_09_28\2011_09_28_drive_0002_sync\image_02\data\0000000202.png,E:\monodepth_project\data\kitti\2011_09_28\2011_09_28_drive_0002_sync\velodyne_points\data\0000000202.bin,True,True,370,1224,115201,train,E:\monodepth_project\data\kitti\depth_maps\2011_09_28_2011_09_28_drive_0002_sync_202.npy
2011_09_28,2011_09_28_drive_0002_sync,203,E:\monodepth_project\data\kitti\2011_09_28\2011_09_28_drive_0002_sync\image_02\data\0000000203.png,E:\monodepth_project\data\kitti\2011_09_28\2011_09_28_drive_0002_sync\velodyne_points\data\0000000203.bin,True,True,370,1224,115148,train,E:\monodepth_project\data\kitti\depth_maps\2011_09_28_2011_09_28_drive_0002_sync_203.npy
2011_09_28,2011_09_28_drive_0002_sync,204,E:\monodepth_project\data\kitti\2011_09_28\2011_09_28_drive_0002_sync\image_02\data\0000000204.png,E:\monodepth_project\data\kitti\2011_09_28\2011_09_28_drive_0002_sync\velodyne_points\data\0000000204.bin,True,True,370,1224,115225,train,E:\monodepth_project\data\kitti\depth_maps\2011_09_28_2011_09_28_drive_0002_sync_204.npy
2011_09_28,2011_09_28_drive_0002_sync,205,E:\monodepth_project\data\kitti\2011_09_28\2011_09_28_drive_0002_sync\image_02\data\0000000205.png,E:\monodepth_project\data\kitti\2011_09_28\2011_09_28_drive_0002_sync\velodyne_points\data\0000000205.bin,True,True,370,1224,115229,train,E:\monodepth_project\data\kitti\depth_maps\2011_09_28_2011_09_28_drive_0002_sync_205.npy
2011_09_28,2011_09_28_drive_0002_sync,206,E:\monodepth_project\data\kitti\2011_09_28\2011_09_28_drive_0002_sync\image_02\data\0000000206.png,E:\monodepth_project\data\kitti\2011_09_28\2011_09_28_drive_0002_sync\velodyne_points\data\0000000206.bin,True,True,370,1224,115212,train,E:\monodepth_project\data\kitti\depth_maps\2011_09_28_2011_09_28_drive_0002_sync_206.npy
2011_09_28,2011_09_28_drive_0002_sync,207,E:\monodepth_project\data\kitti\2011_09_28\2011_09_28_drive_0002_sync\image_02\data\0000000207.png,E:\monodepth_project\data\kitti\2011_09_28\2011_09_28_drive_0002_sync\velodyne_points\data\0000000207.bin,True,True,370,1224,115190,train,E:\monodepth_project\data\kitti\depth_maps\2011_09_28_2011_09_28_drive_0002_sync_207.npy
2011_09_28,2011_09_28_drive_0002_sync,208,E:\monodepth_project\data\kitti\2011_09_28\2011_09_28_drive_0002_sync\image_02\data\0000000208.png,E:\monodepth_project\data\kitti\2011_09_28\2011_09_28_drive_0002_sync\velodyne_points\data\0000000208.bin,True,True,370,1224,115208,train,E:\monodepth_project\data\kitti\depth_maps\2011_09_28_2011_09_28_drive_0002_sync_208.npy
2011_09_28,2011_09_28_drive_0002_sync,209,E:\monodepth_project\data\kitti\2011_09_28\2011_09_28_drive_0002_sync\image_02\data\0000000209.png,E:\monodepth_project\data\kitti\2011_09_28\2011_09_28_drive_0002_sync\velodyne_points\data\0000000209.bin,True,True,370,1224,115140,train,E:\monodepth_project\data\kitti\depth_maps\2011_09_28_2011_09_28_drive_0002_sync_209.npy
2011_09_28,2011_09_28_drive_0002_sync,210,E:\monodepth_project\data\kitti\2011_09_28\2011_09_28_drive_0002_sync\image_02\data\0000000210.png,E:\monodepth_project\data\kitti\2011_09_28\2011_09_28_drive_0002_sync\velodyne_points\data\0000000210.bin,True,True,370,1224,115186,train,E:\monodepth_project\data\kitti\depth_maps\2011_09_28_2011_09_28_drive_0002_sync_210.npy
2011_09_28,2011_09_28_drive_0002_sync,211,E:\monodepth_project\data\kitti\2011_09_28\2011_09_28_drive_0002_sync\image_02\data\0000000211.png,E:\monodepth_project\data\kitti\2011_09_28\2011_09_28_drive_0002_sync\velodyne_points\data\0000000211.bin,True,True,370,1224,115164,train,E:\monodepth_project\data\kitti\depth_maps\2011_09_28_2011_09_28_drive_0002_sync_211.npy
2011_09_28,2011_09_28_drive_0002_sync,212,E:\monodepth_project\data\kitti\2011_09_28\2011_09_28_drive_0002_sync\image_02\data\0000000212.png,E:\monodepth_project\data\kitti\2011_09_28\2011_09_28_drive_0002_sync\velodyne_points\data\0000000212.bin,True,True,370,1224,115217,train,E:\monodepth_project\data\kitti\depth_maps\2011_09_28_2011_09_28_drive_0002_sync_212.npy
2011_09_28,2011_09_28_drive_0002_sync,213,E:\monodepth_project\data\kitti\2011_09_28\2011_09_28_drive_0002_sync\image_02\data\0000000213.png,E:\monodepth_project\data\kitti\2011_09_28\2011_09_28_drive_0002_sync\velodyne_points\data\0000000213.bin,True,True,370,1224,115350,train,E:\monodepth_project\data\kitti\depth_maps\2011_09_28_2011_09_28_drive_0002_sync_213.npy
2011_09_28,2011_09_28_drive_0002_sync,214,E:\monodepth_project\data\kitti\2011_09_28\2011_09_28_drive_0002_sync\image_02\data\0000000214.png,E:\monodepth_project\data\kitti\2011_09_28\2011_09_28_drive_0002_sync\velodyne_points\data\0000000214.bin,True,True,370,1224,115266,train,E:\monodepth_project\data\kitti\depth_maps\2011_09_28_2011_09_28_drive_0002_sync_214.npy
2011_09_28,2011_09_28_drive_0002_sync,215,E:\monodepth_project\data\kitti\2011_09_28\2011_09_28_drive_0002_sync\image_02\data\0000000215.png,E:\monodepth_project\data\kitti\2011_09_28\2011_09_28_drive_0002_sync\velodyne_points\data\0000000215.bin,True,True,370,1224,115350,train,E:\monodepth_project\data\kitti\depth_maps\2011_09_28_2011_09_28_drive_0002_sync_215.npy
2011_09_28,2011_09_28_drive_0002_sync,216,E:\monodepth_project\data\kitti\2011_09_28\2011_09_28_drive_0002_sync\image_02\data\0000000216.png,E:\monodepth_project\data\kitti\2011_09_28\2011_09_28_drive_0002_sync\velodyne_points\data\0000000216.bin,True,True,370,1224,115315,train,E:\monodepth_project\data\kitti\depth_maps\2011_09_28_2011_09_28_drive_0002_sync_216.npy
2011_09_28,2011_09_28_drive_0002_sync,217,E:\monodepth_project\data\kitti\2011_09_28\2011_09_28_drive_0002_sync\image_02\data\0000000217.png,E:\monodepth_project\data\kitti\2011_09_28\2011_09_28_drive_0002_sync\velodyne_points\data\0000000217.bin,True,True,370,1224,115343,train,E:\monodepth_project\data\kitti\depth_maps\2011_09_28_2011_09_28_drive_0002_sync_217.npy
2011_09_28,2011_09_28_drive_0002_sync,218,E:\monodepth_project\data\kitti\2011_09_28\2011_09_28_drive_0002_sync\image_02\data\0000000218.png,E:\monodepth_project\data\kitti\2011_09_28\2011_09_28_drive_0002_sync\velodyne_points\data\0000000218.bin,True,True,370,1224,115359,train,E:\monodepth_project\data\kitti\depth_maps\2011_09_28_2011_09_28_drive_0002_sync_218.npy
2011_09_28,2011_09_28_drive_0002_sync,219,E:\monodepth_project\data\kitti\2011_09_28\2011_09_28_drive_0002_sync\image_02\data\0000000219.png,E:\monodepth_project\data\kitti\2011_09_28\2011_09_28_drive_0002_sync\velodyne_points\data\0000000219.bin,True,True,370,1224,115291,train,E:\monodepth_project\data\kitti\depth_maps\2011_09_28_2011_09_28_drive_0002_sync_219.npy
2011_09_28,2011_09_28_drive_0002_sync,220,E:\monodepth_project\data\kitti\2011_09_28\2011_09_28_drive_0002_sync\image_02\data\0000000220.png,E:\monodepth_project\data\kitti\2011_09_28\2011_09_28_drive_0002_sync\velodyne_points\data\0000000220.bin,True,True,370,1224,115360,train,E:\monodepth_project\data\kitti\depth_maps\2011_09_28_2011_09_28_drive_0002_sync_220.npy
2011_09_28,2011_09_28_drive_0002_sync,221,E:\monodepth_project\data\kitti\2011_09_28\2011_09_28_drive_0002_sync\image_02\data\0000000221.png,E:\monodepth_project\data\kitti\2011_09_28\2011_09_28_drive_0002_sync\velodyne_points\data\0000000221.bin,True,True,370,1224,115312,train,E:\monodepth_project\data\kitti\depth_maps\2011_09_28_2011_09_28_drive_0002_sync_221.npy
2011_09_28,2011_09_28_drive_0002_sync,222,E:\monodepth_project\data\kitti\2011_09_28\2011_09_28_drive_0002_sync\image_02\data\0000000222.png,E:\monodepth_project\data\kitti\2011_09_28\2011_09_28_drive_0002_sync\velodyne_points\data\0000000222.bin,True,True,370,1224,115276,train,E:\monodepth_project\data\kitti\depth_maps\2011_09_28_2011_09_28_drive_0002_sync_222.npy
2011_09_28,2011_09_28_drive_0002_sync,223,E:\monodepth_project\data\kitti\2011_09_28\2011_09_28_drive_0002_sync\image_02\data\0000000223.png,E:\monodepth_project\data\kitti\2011_09_28\2011_09_28_drive_0002_sync\velodyne_points\data\0000000223.bin,True,True,370,1224,115263,train,E:\monodepth_project\data\kitti\depth_maps\2011_09_28_2011_09_28_drive_0002_sync_223.npy
2011_09_28,2011_09_28_drive_0002_sync,224,E:\monodepth_project\data\kitti\2011_09_28\2011_09_28_drive_0002_sync\image_02\data\0000000224.png,E:\monodepth_project\data\kitti\2011_09_28\2011_09_28_drive_0002_sync\velodyne_points\data\0000000224.bin,True,True,370,1224,115211,train,E:\monodepth_project\data\kitti\depth_maps\2011_09_28_2011_09_28_drive_0002_sync_224.npy
2011_09_28,2011_09_28_drive_0002_sync,225,E:\monodepth_project\data\kitti\2011_09_28\2011_09_28_drive_0002_sync\image_02\data\0000000225.png,E:\monodepth_project\data\kitti\2011_09_28\2011_09_28_drive_0002_sync\velodyne_points\data\0000000225.bin,True,True,370,1224,115176,train,E:\monodepth_project\data\kitti\depth_maps\2011_09_28_2011_09_28_drive_0002_sync_225.npy
2011_09_28,2011_09_28_drive_0002_sync,226,E:\monodepth_project\data\kitti\2011_09_28\2011_09_28_drive_0002_sync\image_02\data\0000000226.png,E:\monodepth_project\data\kitti\2011_09_28\2011_09_28_drive_0002_sync\velodyne_points\data\0000000226.bin,True,True,370,1224,115169,train,E:\monodepth_project\data\kitti\depth_maps\2011_09_28_2011_09_28_drive_0002_sync_226.npy
2011_09_28,2011_09_28_drive_0002_sync,227,E:\monodepth_project\data\kitti\2011_09_28\2011_09_28_drive_0002_sync\image_02\data\0000000227.png,E:\monodepth_project\data\kitti\2011_09_28\2011_09_28_drive_0002_sync\velodyne_points\data\0000000227.bin,True,True,370,1224,115209,train,E:\monodepth_project\data\kitti\depth_maps\2011_09_28_2011_09_28_drive_0002_sync_227.npy
2011_09_28,2011_09_28_drive_0002_sync,228,E:\monodepth_project\data\kitti\2011_09_28\2011_09_28_drive_0002_sync\image_02\data\0000000228.png,E:\monodepth_project\data\kitti\2011_09_28\2011_09_28_drive_0002_sync\velodyne_points\data\0000000228.bin,True,True,370,1224,115261,train,E:\monodepth_project\data\kitti\depth_maps\2011_09_28_2011_09_28_drive_0002_sync_228.npy
2011_09_28,2011_09_28_drive_0002_sync,229,E:\monodepth_project\data\kitti\2011_09_28\2011_09_28_drive_0002_sync\image_02\data\0000000229.png,E:\monodepth_project\data\kitti\2011_09_28\2011_09_28_drive_0002_sync\velodyne_points\data\0000000229.bin,True,True,370,1224,115225,train,E:\monodepth_project\data\kitti\depth_maps\2011_09_28_2011_09_28_drive_0002_sync_229.npy
2011_09_28,2011_09_28_drive_0002_sync,230,E:\monodepth_project\data\kitti\2011_09_28\2011_09_28_drive_0002_sync\image_02\data\0000000230.png,E:\monodepth_project\data\kitti\2011_09_28\2011_09_28_drive_0002_sync\velodyne_points\data\0000000230.bin,True,True,370,1224,115115,train,E:\monodepth_project\data\kitti\depth_maps\2011_09_28_2011_09_28_drive_0002_sync_230.npy
2011_09_28,2011_09_28_drive_0002_sync,231,E:\monodepth_project\data\kitti\2011_09_28\2011_09_28_drive_0002_sync\image_02\data\0000000231.png,E:\monodepth_project\data\kitti\2011_09_28\2011_09_28_drive_0002_sync\velodyne_points\data\0000000231.bin,True,True,370,1224,115133,train,E:\monodepth_project\data\kitti\depth_maps\2011_09_28_2011_09_28_drive_0002_sync_231.npy
2011_09_28,2011_09_28_drive_0002_sync,232,E:\monodepth_project\data\kitti\2011_09_28\2011_09_28_drive_0002_sync\image_02\data\0000000232.png,E:\monodepth_project\data\kitti\2011_09_28\2011_09_28_drive_0002_sync\velodyne_points\data\0000000232.bin,True,True,370,1224,115062,train,E:\monodepth_project\data\kitti\depth_maps\2011_09_28_2011_09_28_drive_0002_sync_232.npy
2011_09_28,2011_09_28_drive_0002_sync,233,E:\monodepth_project\data\kitti\2011_09_28\2011_09_28_drive_0002_sync\image_02\data\0000000233.png,E:\monodepth_project\data\kitti\2011_09_28\2011_09_28_drive_0002_sync\velodyne_points\data\0000000233.bin,True,True,370,1224,115108,train,E:\monodepth_project\data\kitti\depth_maps\2011_09_28_2011_09_28_drive_0002_sync_233.npy
2011_09_28,2011_09_28_drive_0002_sync,234,E:\monodepth_project\data\kitti\2011_09_28\2011_09_28_drive_0002_sync\image_02\data\0000000234.png,E:\monodepth_project\data\kitti\2011_09_28\2011_09_28_drive_0002_sync\velodyne_points\data\0000000234.bin,True,True,370,1224,115120,train,E:\monodepth_project\data\kitti\depth_maps\2011_09_28_2011_09_28_drive_0002_sync_234.npy
2011_09_28,2011_09_28_drive_0002_sync,235,E:\monodepth_project\data\kitti\2011_09_28\2011_09_28_drive_0002_sync\image_02\data\0000000235.png,E:\monodepth_project\data\kitti\2011_09_28\2011_09_28_drive_0002_sync\velodyne_points\data\0000000235.bin,True,True,370,1224,115174,train,E:\monodepth_project\data\kitti\depth_maps\2011_09_28_2011_09_28_drive_0002_sync_235.npy
2011_09_28,2011_09_28_drive_0002_sync,236,E:\monodepth_project\data\kitti\2011_09_28\2011_09_28_drive_0002_sync\image_02\data\0000000236.png,E:\monodepth_project\data\kitti\2011_09_28\2011_09_28_drive_0002_sync\velodyne_points\data\0000000236.bin,True,True,370,1224,115165,train,E:\monodepth_project\data\kitti\depth_maps\2011_09_28_2011_09_28_drive_0002_sync_236.npy
2011_09_28,2011_09_28_drive_0002_sync,237,E:\monodepth_project\data\kitti\2011_09_28\2011_09_28_drive_0002_sync\image_02\data\0000000237.png,E:\monodepth_project\data\kitti\2011_09_28\2011_09_28_drive_0002_sync\velodyne_points\data\0000000237.bin,True,True,370,1224,115198,train,E:\monodepth_project\data\kitti\depth_maps\2011_09_28_2011_09_28_drive_0002_sync_237.npy
2011_09_28,2011_09_28_drive_0002_sync,238,E:\monodepth_project\data\kitti\2011_09_28\2011_09_28_drive_0002_sync\image_02\data\0000000238.png,E:\monodepth_project\data\kitti\2011_09_28\2011_09_28_drive_0002_sync\velodyne_points\data\0000000238.bin,True,True,370,1224,115164,train,E:\monodepth_project\data\kitti\depth_maps\2011_09_28_2011_09_28_drive_0002_sync_238.npy
2011_09_28,2011_09_28_drive_0002_sync,239,E:\monodepth_project\data\kitti\2011_09_28\2011_09_28_drive_0002_sync\image_02\data\0000000239.png,E:\monodepth_project\data\kitti\2011_09_28\2011_09_28_drive_0002_sync\velodyne_points\data\0000000239.bin,True,True,370,1224,115196,train,E:\monodepth_project\data\kitti\depth_maps\2011_09_28_2011_09_28_drive_0002_sync_239.npy
2011_09_28,2011_09_28_drive_0002_sync,240,E:\monodepth_project\data\kitti\2011_09_28\2011_09_28_drive_0002_sync\image_02\data\0000000240.png,E:\monodepth_project\data\kitti\2011_09_28\2011_09_28_drive_0002_sync\velodyne_points\data\0000000240.bin,True,True,370,1224,115239,train,E:\monodepth_project\data\kitti\depth_maps\2011_09_28_2011_09_28_drive_0002_sync_240.npy
2011_09_28,2011_09_28_drive_0002_sync,241,E:\monodepth_project\data\kitti\2011_09_28\2011_09_28_drive_0002_sync\image_02\data\0000000241.png,E:\monodepth_project\data\kitti\2011_09_28\2011_09_28_drive_0002_sync\velodyne_points\data\0000000241.bin,True,True,370,1224,115233,train,E:\monodepth_project\data\kitti\depth_maps\2011_09_28_2011_09_28_drive_0002_sync_241.npy
2011_09_28,2011_09_28_drive_0002_sync,242,E:\monodepth_project\data\kitti\2011_09_28\2011_09_28_drive_0002_sync\image_02\data\0000000242.png,E:\monodepth_project\data\kitti\2011_09_28\2011_09_28_drive_0002_sync\velodyne_points\data\0000000242.bin,True,True,370,1224,115229,train,E:\monodepth_project\data\kitti\depth_maps\2011_09_28_2011_09_28_drive_0002_sync_242.npy
2011_09_28,2011_09_28_drive_0002_sync,243,E:\monodepth_project\data\kitti\2011_09_28\2011_09_28_drive_0002_sync\image_02\data\0000000243.png,E:\monodepth_project\data\kitti\2011_09_28\2011_09_28_drive_0002_sync\velodyne_points\data\0000000243.bin,True,True,370,1224,115235,train,E:\monodepth_project\data\kitti\depth_maps\2011_09_28_2011_09_28_drive_0002_sync_243.npy
2011_09_28,2011_09_28_drive_0002_sync,244,E:\monodepth_project\data\kitti\2011_09_28\2011_09_28_drive_0002_sync\image_02\data\0000000244.png,E:\monodepth_project\data\kitti\2011_09_28\2011_09_28_drive_0002_sync\velodyne_points\data\0000000244.bin,True,True,370,1224,115185,train,E:\monodepth_project\data\kitti\depth_maps\2011_09_28_2011_09_28_drive_0002_sync_244.npy
2011_09_28,2011_09_28_drive_0002_sync,245,E:\monodepth_project\data\kitti\2011_09_28\2011_09_28_drive_0002_sync\image_02\data\0000000245.png,E:\monodepth_project\data\kitti\2011_09_28\2011_09_28_drive_0002_sync\velodyne_points\data\0000000245.bin,True,True,370,1224,115211,train,E:\monodepth_project\data\kitti\depth_maps\2011_09_28_2011_09_28_drive_0002_sync_245.npy
2011_09_28,2011_09_28_drive_0002_sync,246,E:\monodepth_project\data\kitti\2011_09_28\2011_09_28_drive_0002_sync\image_02\data\0000000246.png,E:\monodepth_project\data\kitti\2011_09_28\2011_09_28_drive_0002_sync\velodyne_points\data\0000000246.bin,True,True,370,1224,115271,train,E:\monodepth_project\data\kitti\depth_maps\2011_09_28_2011_09_28_drive_0002_sync_246.npy
2011_09_28,2011_09_28_drive_0002_sync,247,E:\monodepth_project\data\kitti\2011_09_28\2011_09_28_drive_0002_sync\image_02\data\0000000247.png,E:\monodepth_project\data\kitti\2011_09_28\2011_09_28_drive_0002_sync\velodyne_points\data\0000000247.bin,True,True,370,1224,115306,train,E:\monodepth_project\data\kitti\depth_maps\2011_09_28_2011_09_28_drive_0002_sync_247.npy
2011_09_28,2011_09_28_drive_0002_sync,248,E:\monodepth_project\data\kitti\2011_09_28\2011_09_28_drive_0002_sync\image_02\data\0000000248.png,E:\monodepth_project\data\kitti\2011_09_28\2011_09_28_drive_0002_sync\velodyne_points\data\0000000248.bin,True,True,370,1224,115279,train,E:\monodepth_project\data\kitti\depth_maps\2011_09_28_2011_09_28_drive_0002_sync_248.npy
2011_09_28,2011_09_28_drive_0002_sync,249,E:\monodepth_project\data\kitti\2011_09_28\2011_09_28_drive_0002_sync\image_02\data\0000000249.png,E:\monodepth_project\data\kitti\2011_09_28\2011_09_28_drive_0002_sync\velodyne_points\data\0000000249.bin,True,True,370,1224,115213,train,E:\monodepth_project\data\kitti\depth_maps\2011_09_28_2011_09_28_drive_0002_sync_249.npy
2011_09_28,2011_09_28_drive_0002_sync,250,E:\monodepth_project\data\kitti\2011_09_28\2011_09_28_drive_0002_sync\image_02\data\0000000250.png,E:\monodepth_project\data\kitti\2011_09_28\2011_09_28_drive_0002_sync\velodyne_points\data\0000000250.bin,True,True,370,1224,115264,train,E:\monodepth_project\data\kitti\depth_maps\2011_09_28_2011_09_28_drive_0002_sync_250.npy
2011_09_28,2011_09_28_drive_0002_sync,251,E:\monodepth_project\data\kitti\2011_09_28\2011_09_28_drive_0002_sync\image_02\data\0000000251.png,E:\monodepth_project\data\kitti\2011_09_28\2011_09_28_drive_0002_sync\velodyne_points\data\0000000251.bin,True,True,370,1224,115249,train,E:\monodepth_project\data\kitti\depth_maps\2011_09_28_2011_09_28_drive_0002_sync_251.npy
2011_09_28,2011_09_28_drive_0002_sync,252,E:\monodepth_project\data\kitti\2011_09_28\2011_09_28_drive_0002_sync\image_02\data\0000000252.png,E:\monodepth_project\data\kitti\2011_09_28\2011_09_28_drive_0002_sync\velodyne_points\data\0000000252.bin,True,True,370,1224,115126,train,E:\monodepth_project\data\kitti\depth_maps\2011_09_28_2011_09_28_drive_0002_sync_252.npy
2011_09_28,2011_09_28_drive_0002_sync,253,E:\monodepth_project\data\kitti\2011_09_28\2011_09_28_drive_0002_sync\image_02\data\0000000253.png,E:\monodepth_project\data\kitti\2011_09_28\2011_09_28_drive_0002_sync\velodyne_points\data\0000000253.bin,True,True,370,1224,115219,train,E:\monodepth_project\data\kitti\depth_maps\2011_09_28_2011_09_28_drive_0002_sync_253.npy
2011_09_28,2011_09_28_drive_0002_sync,254,E:\monodepth_project\data\kitti\2011_09_28\2011_09_28_drive_0002_sync\image_02\data\0000000254.png,E:\monodepth_project\data\kitti\2011_09_28\2011_09_28_drive_0002_sync\velodyne_points\data\0000000254.bin,True,True,370,1224,115260,train,E:\monodepth_project\data\kitti\depth_maps\2011_09_28_2011_09_28_drive_0002_sync_254.npy
2011_09_28,2011_09_28_drive_0002_sync,255,E:\monodepth_project\data\kitti\2011_09_28\2011_09_28_drive_0002_sync\image_02\data\0000000255.png,E:\monodepth_project\data\kitti\2011_09_28\2011_09_28_drive_0002_sync\velodyne_points\data\0000000255.bin,True,True,370,1224,115292,train,E:\monodepth_project\data\kitti\depth_maps\2011_09_28_2011_09_28_drive_0002_sync_255.npy
2011_09_28,2011_09_28_drive_0002_sync,256,E:\monodepth_project\data\kitti\2011_09_28\2011_09_28_drive_0002_sync\image_02\data\0000000256.png,E:\monodepth_project\data\kitti\2011_09_28\2011_09_28_drive_0002_sync\velodyne_points\data\0000000256.bin,True,True,370,1224,115308,train,E:\monodepth_project\data\kitti\depth_maps\2011_09_28_2011_09_28_drive_0002_sync_256.npy
2011_09_28,2011_09_28_drive_0002_sync,257,E:\monodepth_project\data\kitti\2011_09_28\2011_09_28_drive_0002_sync\image_02\data\0000000257.png,E:\monodepth_project\data\kitti\2011_09_28\2011_09_28_drive_0002_sync\velodyne_points\data\0000000257.bin,True,True,370,1224,115210,train,E:\monodepth_project\data\kitti\depth_maps\2011_09_28_2011_09_28_drive_0002_sync_257.npy
2011_09_28,2011_09_28_drive_0002_sync,258,E:\monodepth_project\data\kitti\2011_09_28\2011_09_28_drive_0002_sync\image_02\data\0000000258.png,E:\monodepth_project\data\kitti\2011_09_28\2011_09_28_drive_0002_sync\velodyne_points\data\0000000258.bin,True,True,370,1224,115198,train,E:\monodepth_project\data\kitti\depth_maps\2011_09_28_2011_09_28_drive_0002_sync_258.npy
2011_09_28,2011_09_28_drive_0002_sync,259,E:\monodepth_project\data\kitti\2011_09_28\2011_09_28_drive_0002_sync\image_02\data\0000000259.png,E:\monodepth_project\data\kitti\2011_09_28\2011_09_28_drive_0002_sync\velodyne_points\data\0000000259.bin,True,True,370,1224,115334,train,E:\monodepth_project\data\kitti\depth_maps\2011_09_28_2011_09_28_drive_0002_sync_259.npy
2011_09_28,2011_09_28_drive_0002_sync,260,E:\monodepth_project\data\kitti\2011_09_28\2011_09_28_drive_0002_sync\image_02\data\0000000260.png,E:\monodepth_project\data\kitti\2011_09_28\2011_09_28_drive_0002_sync\velodyne_points\data\0000000260.bin,True,True,370,1224,115221,train,E:\monodepth_project\data\kitti\depth_maps\2011_09_28_2011_09_28_drive_0002_sync_260.npy
2011_09_28,2011_09_28_drive_0002_sync,261,E:\monodepth_project\data\kitti\2011_09_28\2011_09_28_drive_0002_sync\image_02\data\0000000261.png,E:\monodepth_project\data\kitti\2011_09_28\2011_09_28_drive_0002_sync\velodyne_points\data\0000000261.bin,True,True,370,1224,115295,train,E:\monodepth_project\data\kitti\depth_maps\2011_09_28_2011_09_28_drive_0002_sync_261.npy
2011_09_28,2011_09_28_drive_0002_sync,262,E:\monodepth_project\data\kitti\2011_09_28\2011_09_28_drive_0002_sync\image_02\data\0000000262.png,E:\monodepth_project\data\kitti\2011_09_28\2011_09_28_drive_0002_sync\velodyne_points\data\0000000262.bin,True,True,370,1224,115247,train,E:\monodepth_project\data\kitti\depth_maps\2011_09_28_2011_09_28_drive_0002_sync_262.npy
2011_09_28,2011_09_28_drive_0002_sync,263,E:\monodepth_project\data\kitti\2011_09_28\2011_09_28_drive_0002_sync\image_02\data\0000000263.png,E:\monodepth_project\data\kitti\2011_09_28\2011_09_28_drive_0002_sync\velodyne_points\data\0000000263.bin,True,True,370,1224,115329,train,E:\monodepth_project\data\kitti\depth_maps\2011_09_28_2011_09_28_drive_0002_sync_263.npy
2011_09_28,2011_09_28_drive_0002_sync,264,E:\monodepth_project\data\kitti\2011_09_28\2011_09_28_drive_0002_sync\image_02\data\0000000264.png,E:\monodepth_project\data\kitti\2011_09_28\2011_09_28_drive_0002_sync\velodyne_points\data\0000000264.bin,True,True,370,1224,115203,train,E:\monodepth_project\data\kitti\depth_maps\2011_09_28_2011_09_28_drive_0002_sync_264.npy
2011_09_28,2011_09_28_drive_0002_sync,265,E:\monodepth_project\data\kitti\2011_09_28\2011_09_28_drive_0002_sync\image_02\data\0000000265.png,E:\monodepth_project\data\kitti\2011_09_28\2011_09_28_drive_0002_sync\velodyne_points\data\0000000265.bin,True,True,370,1224,115155,train,E:\monodepth_project\data\kitti\depth_maps\2011_09_28_2011_09_28_drive_0002_sync_265.npy
2011_09_28,2011_09_28_drive_0002_sync,266,E:\monodepth_project\data\kitti\2011_09_28\2011_09_28_drive_0002_sync\image_02\data\0000000266.png,E:\monodepth_project\data\kitti\2011_09_28\2011_09_28_drive_0002_sync\velodyne_points\data\0000000266.bin,True,True,370,1224,115149,train,E:\monodepth_project\data\kitti\depth_maps\2011_09_28_2011_09_28_drive_0002_sync_266.npy
2011_09_28,2011_09_28_drive_0002_sync,267,E:\monodepth_project\data\kitti\2011_09_28\2011_09_28_drive_0002_sync\image_02\data\0000000267.png,E:\monodepth_project\data\kitti\2011_09_28\2011_09_28_drive_0002_sync\velodyne_points\data\0000000267.bin,True,True,370,1224,115194,train,E:\monodepth_project\data\kitti\depth_maps\2011_09_28_2011_09_28_drive_0002_sync_267.npy
2011_09_28,2011_09_28_drive_0002_sync,268,E:\monodepth_project\data\kitti\2011_09_28\2011_09_28_drive_0002_sync\image_02\data\0000000268.png,E:\monodepth_project\data\kitti\2011_09_28\2011_09_28_drive_0002_sync\velodyne_points\data\0000000268.bin,True,True,370,1224,115285,train,E:\monodepth_project\data\kitti\depth_maps\2011_09_28_2011_09_28_drive_0002_sync_268.npy
2011_09_28,2011_09_28_drive_0002_sync,269,E:\monodepth_project\data\kitti\2011_09_28\2011_09_28_drive_0002_sync\image_02\data\0000000269.png,E:\monodepth_project\data\kitti\2011_09_28\2011_09_28_drive_0002_sync\velodyne_points\data\0000000269.bin,True,True,370,1224,115256,train,E:\monodepth_project\data\kitti\depth_maps\2011_09_28_2011_09_28_drive_0002_sync_269.npy
2011_09_28,2011_09_28_drive_0002_sync,270,E:\monodepth_project\data\kitti\2011_09_28\2011_09_28_drive_0002_sync\image_02\data\0000000270.png,E:\monodepth_project\data\kitti\2011_09_28\2011_09_28_drive_0002_sync\velodyne_points\data\0000000270.bin,True,True,370,1224,115222,train,E:\monodepth_project\data\kitti\depth_maps\2011_09_28_2011_09_28_drive_0002_sync_270.npy
2011_09_28,2011_09_28_drive_0002_sync,271,E:\monodepth_project\data\kitti\2011_09_28\2011_09_28_drive_0002_sync\image_02\data\0000000271.png,E:\monodepth_project\data\kitti\2011_09_28\2011_09_28_drive_0002_sync\velodyne_points\data\0000000271.bin,True,True,370,1224,115282,train,E:\monodepth_project\data\kitti\depth_maps\2011_09_28_2011_09_28_drive_0002_sync_271.npy
